features,model,r2_score,mae
"('experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",ExtraTrees,0.5026197705904798,30630.5577952729
"('work_year', 'employment_type', 'job_title', 'salary', 'company_location')",Ridge,0.5025889706663648,31029.811294934407
"('experience_level', 'job_title', 'salary_currency', 'employee_residence', 'company_size')",LightGBM,0.50258761633148,30798.356040287996
"('experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'company_size')",LightGBM,0.50258761633148,30798.356040287996
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",LinearRegression,0.502571587240528,30406.67726799637
"('work_year', 'job_title', 'salary', 'company_location')",Ridge,0.5025664142949068,31017.633309296387
"('experience_level', 'job_title', 'salary_currency', 'company_location', 'company_size')",LightGBM,0.5025492457448348,30578.214570831078
"('experience_level', 'employment_type', 'job_title', 'salary_currency', 'company_location', 'company_size')",LightGBM,0.5025492457448348,30578.214570831078
"('experience_level', 'employee_residence', 'company_size')",LinearRegression,0.5025453228952255,30991.96336337005
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",GradientBoosting,0.5025109516237491,31499.79334311155
"('experience_level', 'employment_type', 'salary', 'employee_residence', 'remote_ratio')",Ridge,0.5025089601598295,30734.609975976913
"('experience_level', 'salary', 'company_location', 'company_size')",Lasso,0.5024857665824856,30075.036802202612
"('experience_level', 'salary_currency', 'company_size')",DecisionTree,0.5024833500772545,30788.0465557771
"('experience_level', 'salary_currency', 'employee_residence')",AdaBoost,0.5024740306793333,31513.282654858693
"('experience_level', 'employment_type', 'salary_currency', 'employee_residence')",AdaBoost,0.5024740306793333,31513.282654858693
"('experience_level', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",DecisionTree,0.502454113821603,30698.463425872767
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",Lasso,0.502431556565381,31012.533128616822
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",Lasso,0.5024217886748034,30482.34807761508
"('work_year', 'experience_level', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",Lasso,0.5024155681337332,31025.71932188976
"('experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",LinearRegression,0.502398026081936,30422.728109999185
"('experience_level', 'employment_type', 'salary_currency', 'remote_ratio', 'company_size')",XGB,0.5023883608774298,31301.765728290266
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.5023849480964396,30462.386313463623
"('experience_level', 'employment_type', 'salary_currency', 'company_size')",RandomForest,0.5023741473267829,30958.4612486159
"('work_year', 'experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",RandomForest,0.5023644146666503,30853.58940571781
"('experience_level', 'salary', 'employee_residence', 'remote_ratio')",Ridge,0.5023206007192375,30732.482195539767
"('experience_level', 'salary_currency', 'company_size')",CatBoost,0.5022721953116968,30948.59081452014
"('work_year', 'experience_level', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",Lasso,0.5022659533032714,31003.072989563145
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",LightGBM,0.5022546765664433,31032.544176491894
"('work_year', 'experience_level', 'job_title', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",LightGBM,0.5022546765664433,31032.544176491894
"('work_year', 'experience_level', 'salary_currency', 'company_location', 'company_size')",XGB,0.5022476746868058,30579.02482722356
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",Lasso,0.5022361354569931,30478.39578118058
"('experience_level', 'employee_residence', 'remote_ratio', 'company_size')",LinearRegression,0.5022315983561719,31006.45087453189
"('experience_level', 'employment_type', 'salary', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.5021977836807159,30122.043289343845
"('work_year', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.5021935230592814,31188.74084232928
"('experience_level', 'salary_currency', 'company_size')",RandomForest,0.5021901641131312,30903.937710265513
"('employment_type', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",CatBoost,0.5021833542443648,31028.3550453986
"('work_year', 'job_title', 'salary_currency', 'remote_ratio', 'company_location')",Ridge,0.5021779617534767,31261.222712553714
"('work_year', 'experience_level', 'employee_residence', 'company_location', 'company_size')",XGB,0.5021733464624347,30720.379986102766
"('work_year', 'experience_level', 'salary_currency', 'employee_residence', 'company_size')",CatBoost,0.5021717731938394,30573.89425665889
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",ExtraTrees,0.502167682634067,30243.318511086927
"('work_year', 'experience_level', 'employment_type', 'company_location')",XGB,0.5021423998870667,31033.7713669997
"('experience_level', 'employment_type', 'company_location', 'company_size')",Ridge,0.5021344392756156,30885.678191809224
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",GradientBoosting,0.5021086382374738,31161.177156711638
"('work_year', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",RandomForest,0.5020749815640313,31432.65355085516
"('work_year', 'employment_type', 'job_title', 'salary_currency', 'company_location', 'company_size')",Ridge,0.5020620736004773,31511.151738614102
"('job_title', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",XGB,0.5020605750112845,31024.551532451922
"('work_year', 'employment_type', 'job_title', 'salary_currency', 'remote_ratio', 'company_location')",Ridge,0.5020566245076727,31275.88946220732
"('work_year', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5020515371123191,31499.655658428484
"('work_year', 'job_title', 'salary_currency', 'company_location', 'company_size')",Ridge,0.5019778183751824,31504.82225642743
"('work_year', 'employment_type', 'job_title', 'salary', 'employee_residence')",Ridge,0.5019767269871096,31077.453686022003
"('employment_type', 'job_title', 'employee_residence', 'company_size')",RandomForest,0.5019409072762349,31119.634879904217
"('work_year', 'employment_type', 'job_title', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5019141409616896,31556.40716598697
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.5018397752289185,30672.309703144136
"('experience_level', 'company_location', 'company_size')",Ridge,0.5018258776262885,30892.48613971666
"('experience_level', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5018250273019269,30894.710405240283
"('work_year', 'job_title', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5017953801047143,31551.390916654964
"('work_year', 'experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'company_size')",CatBoost,0.5017444109582401,30651.399257901394
"('work_year', 'job_title', 'salary', 'employee_residence')",Ridge,0.5017368329204557,31076.65436140419
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",Lasso,0.5017239951448118,30562.889195535503
"('work_year', 'experience_level', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",CatBoost,0.5016559172465607,30093.070277542578
"('work_year', 'experience_level', 'job_title', 'salary_currency', 'employee_residence')",LightGBM,0.5016329311257446,31061.231572364064
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence')",LightGBM,0.5016329311257446,31061.231572364064
"('experience_level', 'salary_currency', 'employee_residence', 'company_size')",DecisionTree,0.5015856267033286,30666.191032472525
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",Ridge,0.5015695979050098,31173.62924172756
"('work_year', 'experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",Lasso,0.5015622931813288,31058.0662545507
"('experience_level', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5015327871575505,30901.428999136515
"('work_year', 'job_title', 'remote_ratio', 'company_location')",GradientBoosting,0.5015142667729705,31104.70014317021
"('work_year', 'job_title', 'salary_currency', 'company_location')",Ridge,0.5015031546513461,31264.19299306441
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",ExtraTrees,0.5014906070568917,30333.306185998077
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.5014728407298905,30891.910921564817
"('work_year', 'experience_level', 'job_title', 'company_location', 'company_size')",XGB,0.5014555422749774,30357.644474909855
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",Lasso,0.5014368864395848,30930.637924652056
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",Ridge,0.5014191456993574,31184.860952181796
"('work_year', 'job_title', 'remote_ratio', 'company_location', 'company_size')",CatBoost,0.5014169305237299,31219.913395775053
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",ExtraTrees,0.5013974379902962,30635.952859938137
"('work_year', 'experience_level', 'job_title', 'salary_currency', 'employee_residence', 'company_location')",Lasso,0.501390425418893,31082.0616548488
"('work_year', 'experience_level', 'salary_currency', 'employee_residence', 'company_location')",Lasso,0.5013643636374929,31043.91222795846
"('work_year', 'employment_type', 'job_title', 'salary_currency', 'company_location')",Ridge,0.5013623086163066,31287.731720925076
"('employment_type', 'job_title', 'salary_currency', 'employee_residence', 'company_size')",Ridge,0.5013588575644399,31168.723680485364
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",Lasso,0.5013564422703229,30560.12411953294
"('employment_type', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",Ridge,0.5013414872061162,31183.008909652664
"('work_year', 'experience_level', 'company_location')",CatBoost,0.501328938691818,30886.051083192902
"('experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",ExtraTrees,0.5013089580211411,30584.811952850232
"('work_year', 'experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'company_size')",XGB,0.5012729049950299,30930.184795673078
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",Lasso,0.5012460357920342,31165.95693503958
"('work_year', 'job_title', 'remote_ratio', 'company_location')",Lasso,0.5012332922934775,31172.291148583674
"('work_year', 'experience_level', 'company_location')",GradientBoosting,0.5012173368033646,30899.492991733332
"('work_year', 'job_title', 'salary_currency', 'employee_residence')",GradientBoosting,0.5011742073078826,31597.717470125823
"('job_title', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5011112755227591,31124.309636042668
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5010983236061306,31276.33721423499
"('job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5010897007318273,30874.334829477164
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",CatBoost,0.5010871699300783,31235.730898004826
"('work_year', 'experience_level', 'employee_residence', 'company_location')",CatBoost,0.5010847451005012,30516.99773502214
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5010348140857774,31570.824725811297
"('experience_level', 'salary', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.5010332452187953,30123.80058742142
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'company_location')",Lasso,0.5010280968176999,31107.699165484715
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5010216748457001,31290.93753194592
"('work_year', 'experience_level', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",RandomForest,0.5010058873942598,30930.567400417192
"('experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",DecisionTree,0.5009388619563302,30574.04882785021
"('job_title', 'salary', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",Ridge,0.5009216494329053,31306.917010131023
"('experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'company_location')",LinearRegression,0.5009133804665331,30864.4416928211
"('work_year', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",RandomForest,0.5008830267648117,31485.889852910383
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",Ridge,0.5008755309910439,31172.750644970147
"('job_title', 'salary_currency', 'employee_residence', 'company_size')",Ridge,0.5008396754303562,31187.855288385454
"('experience_level', 'salary_currency', 'employee_residence', 'company_location')",LinearRegression,0.5008358583109338,30870.810191122033
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",RandomForest,0.500828718371923,30951.703378638616
"('job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5008281997356219,31324.16309324194
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location')",CatBoost,0.5008250915630514,30543.07172089
"('job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",Ridge,0.5008159046037126,31202.278465859355
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",DecisionTree,0.5007972859044334,30414.673456611057
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",Lasso,0.5007784614576234,31219.522972912222
"('work_year', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5007688536868543,31626.72826209435
"('employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",Ridge,0.5007636319769336,31319.952005125375
"('work_year', 'job_title', 'remote_ratio', 'company_location')",LinearRegression,0.5007555686783366,31206.818703914563
"('job_title', 'employee_residence', 'remote_ratio', 'company_location')",RandomForest,0.5007353524649312,31080.385847311656
"('work_year', 'experience_level', 'job_title', 'salary_currency', 'employee_residence', 'company_location')",LightGBM,0.5007255986017243,31018.104715766098
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'company_location')",LightGBM,0.5007255986017243,31018.104715766098
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary', 'employee_residence', 'company_size')",LinearRegression,0.5007167160875389,29555.394876219474
"('experience_level', 'job_title', 'remote_ratio', 'company_location')",DecisionTree,0.5007143285339272,30302.564531406362
"('work_year', 'experience_level', 'job_title', 'salary', 'employee_residence', 'company_size')",LinearRegression,0.5007071997688032,29537.45515959244
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",LinearRegression,0.5006836763475665,31206.447115302926
"('employment_type', 'job_title', 'salary', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5006705167174599,31341.012717378926
"('work_year', 'experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'company_location')",Lasso,0.5006529739713208,31071.377192308537
"('work_year', 'employment_type', 'job_title', 'salary', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.5006241225895142,31461.15976501423
"('work_year', 'job_title', 'employee_residence', 'remote_ratio')",Ridge,0.5006135796166293,31171.295549402945
"('employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",RandomForest,0.500610995974365,31095.15671113843
"('experience_level', 'employment_type', 'job_title', 'salary_currency', 'company_location')",Lasso,0.500552503743589,31276.94006074055
"('work_year', 'job_title', 'employee_residence', 'company_location', 'company_size')",Ridge,0.5005483112241476,31235.361422420418
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",Ridge,0.5004894918557591,31195.39739054214
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",Ridge,0.5004816210216241,31250.58373649679
"('work_year', 'job_title', 'salary', 'remote_ratio', 'company_location', 'company_size')",Ridge,0.500476927689008,31455.260666988914
"('experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'company_size')",DecisionTree,0.5004736514842933,30811.930718875854
"('experience_level', 'employment_type', 'employee_residence')",Lasso,0.5004613532347362,31004.100449989415
"('work_year', 'employment_type', 'job_title', 'salary', 'company_location', 'company_size')",Ridge,0.5004441060315015,31401.81728254943
"('work_year', 'job_title', 'remote_ratio', 'company_location')",Ridge,0.5004355199712207,31191.400554598487
"('experience_level', 'salary_currency', 'remote_ratio', 'company_size')",CatBoost,0.500434911402236,31492.84657767615
"('job_title', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5004039074165334,30892.416575238116
"('experience_level', 'employment_type', 'salary_currency', 'company_size')",ExtraTrees,0.5003986210591018,30987.30085662232
"('work_year', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio')",RandomForest,0.5003968380652755,31591.204083790046
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location')",Lasso,0.5003735229957061,30575.953681701078
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",LinearRegression,0.5003652732158346,31246.589248232856
"('work_year', 'experience_level', 'salary_currency', 'company_location', 'company_size')",RandomForest,0.5003339491965157,30897.51950285202
"('work_year', 'job_title', 'salary', 'company_location', 'company_size')",Ridge,0.5003197895968126,31392.33644094943
"('work_year', 'experience_level', 'salary_currency', 'employee_residence', 'company_size')",RandomForest,0.500316519772551,30981.94631418303
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'company_location')",Ridge,0.5002714521679842,31240.415402852967
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location')",Lasso,0.5002651255111679,30588.762183481005
"('employment_type', 'job_title', 'company_location', 'company_size')",RandomForest,0.5002599947301901,30955.385087647424
"('experience_level', 'employment_type', 'employee_residence')",Ridge,0.500253000174511,30795.89873113145
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",Lasso,0.5002411118422851,31225.497970654556
"('work_year', 'employment_type', 'job_title', 'company_location')",Lasso,0.5002165286221119,31187.359062973483
"('work_year', 'experience_level', 'job_title', 'salary', 'employee_residence')",LinearRegression,0.5002065782995944,29584.833637868636
"('work_year', 'job_title', 'company_location')",Lasso,0.5002009263450318,31189.764305096334
"('experience_level', 'job_title', 'salary_currency', 'company_location')",Lasso,0.5001387800222997,31231.519825746484
"('work_year', 'experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.5001348324054912,30917.357708633375
"('experience_level', 'employment_type', 'job_title', 'salary_currency', 'remote_ratio', 'company_location')",Lasso,0.500129259083276,31291.74460658887
"('employment_type', 'job_title', 'salary_currency', 'employee_residence', 'company_size')",CatBoost,0.5001205768295329,30960.010926788018
"('work_year', 'experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.5001126721477913,30957.08372927861
"('work_year', 'job_title', 'employee_residence', 'company_location')",Ridge,0.5001101982574074,31252.357769431295
"('work_year', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.5000778906571102,31539.22460980892
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary', 'employee_residence')",LinearRegression,0.5000671367020524,29605.92302068338
"('experience_level', 'employee_residence')",Ridge,0.5000476163682331,30796.17477995341
"('experience_level', 'employee_residence')",Lasso,0.500038978238885,31008.083353295904
"('experience_level', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio')",DecisionTree,0.5000276378606294,30725.66534894969
"('work_year', 'experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",GradientBoosting,0.5000063562893224,30987.04601569058
"('work_year', 'experience_level', 'salary_currency', 'employee_residence', 'company_size')",XGB,0.49999800788482973,30971.671856219953
"('work_year', 'employment_type', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.49997859391313515,31770.811307466945
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio')",Lasso,0.4999297112728017,31014.66150873424
"('experience_level', 'employment_type', 'job_title', 'salary', 'company_location')",Lasso,0.4999168119944374,29762.701697595843
"('work_year', 'employment_type', 'job_title', 'salary_currency', 'employee_residence')",CatBoost,0.49991132371270497,31555.82373651196
"('job_title', 'employee_residence', 'remote_ratio', 'company_size')",XGB,0.4999099336874351,30997.779775766227
"('work_year', 'experience_level', 'job_title', 'salary_currency', 'company_location')",LightGBM,0.49989594452344677,30703.77678884447
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary_currency', 'company_location')",LightGBM,0.49989594452344677,30703.77678884447
"('work_year', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",XGB,0.4998954998410923,31775.073946439305
"('work_year', 'experience_level', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",GradientBoosting,0.49986363231669717,30933.966271757945
"('work_year', 'job_title', 'company_location')",LinearRegression,0.49984434630385455,31216.182108722038
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio')",Ridge,0.4998401466858384,30795.653156092336
"('employment_type', 'job_title', 'employee_residence', 'company_size')",CatBoost,0.4998350524850308,30761.321493603624
"('experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",LinearRegression,0.4998119683416843,30874.31037637935
"('experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio')",DecisionTree,0.4998049332877632,30769.381695103537
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",LinearRegression,0.4997952775615685,31250.842515988006
"('work_year', 'experience_level', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.4997784500490636,31033.103904121574
"('work_year', 'employment_type', 'job_title', 'company_location')",LinearRegression,0.4997725961872146,31219.76937266561
"('experience_level', 'employment_type', 'job_title', 'salary', 'remote_ratio', 'company_location')",Lasso,0.499758033866989,29769.64952111453
"('job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",RandomForest,0.49974140317945914,31024.072720007603
"('experience_level', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",LinearRegression,0.4997297430731955,30880.706275197605
"('job_title', 'employee_residence', 'remote_ratio', 'company_location')",CatBoost,0.49970356182879616,31050.784548477914
"('experience_level', 'company_location')",GradientBoosting,0.4997002857658024,30625.84512661093
"('experience_level', 'job_title', 'salary_currency', 'remote_ratio', 'company_location')",Lasso,0.4996930894577071,31246.79913555029
"('work_year', 'employment_type', 'job_title', 'company_location')",Ridge,0.4996510614270395,31179.14112764305
"('experience_level', 'employee_residence', 'remote_ratio')",Ridge,0.4996386906089657,30795.975808877705
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",GradientBoosting,0.49962082795259244,30994.68305173286
"('work_year', 'job_title', 'company_location')",Ridge,0.4996076947425456,31167.50603233738
"('job_title', 'employee_residence', 'remote_ratio')",RandomForest,0.49959149350677434,31050.92838663338
"('work_year', 'experience_level', 'employment_type', 'company_location')",RandomForest,0.4995808954086436,31176.99746757013
"('experience_level', 'employee_residence', 'remote_ratio')",Lasso,0.4995038147639713,31018.85998079287
"('employment_type', 'job_title', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",RandomForest,0.4994861526454061,31225.744894689156
"('work_year', 'experience_level', 'employee_residence', 'company_size')",GradientBoosting,0.4994798692198267,30962.4292508321
"('employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",CatBoost,0.4994761704011722,30733.262462800278
"('work_year', 'employment_type', 'job_title', 'salary', 'employee_residence', 'remote_ratio', 'company_size')",Lasso,0.4993695087058535,30727.034414797825
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_size')",GradientBoosting,0.49936431794372993,30971.63316493499
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.4993256501993045,30809.521241605675
"('experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'company_size')",AdaBoost,0.4993125704227732,31826.798161836476
"('experience_level', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",AdaBoost,0.4993125704227732,31826.798161836476
"('experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",AdaBoost,0.4993125704227732,31826.798161836476
"('experience_level', 'salary_currency', 'employee_residence', 'company_size')",AdaBoost,0.4993125704227732,31826.798161836476
"('experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",LightGBM,0.49929859059587767,31576.568513811217
"('experience_level', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",LightGBM,0.49929859059587767,31576.568513811217
"('job_title', 'salary_currency', 'company_location', 'company_size')",XGB,0.4992451123747308,31237.639169546273
"('work_year', 'experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'company_size')",GradientBoosting,0.4992246888625438,30859.521625940215
"('experience_level', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",LightGBM,0.49919926901110334,30968.723449578778
"('experience_level', 'employment_type', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location')",LightGBM,0.49919926901110334,30968.723449578778
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_size')",ExtraTrees,0.4991938609004096,30792.646058656086
"('experience_level', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",Lasso,0.49912205261094444,31001.51599642009
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'company_size')",Lasso,0.4991166359830015,31244.35703738563
"('work_year', 'job_title', 'remote_ratio', 'company_location')",RandomForest,0.49909146488636247,31030.00615067152
"('work_year', 'employment_type', 'job_title', 'employee_residence')",Ridge,0.499061937223386,31225.883323029775
"('experience_level', 'employment_type', 'company_location')",LinearRegression,0.49904122341010837,31022.08487697249
"('experience_level', 'employment_type', 'salary_currency', 'company_size')",DecisionTree,0.49904008150804524,31033.32696239156
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",GradientBoosting,0.4990376172856551,31096.660008400337
"('work_year', 'experience_level', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",XGB,0.4990356797602834,30927.450899564305
"('experience_level', 'job_title', 'salary_currency', 'company_size')",CatBoost,0.4990144068774939,30238.429135624552
"('experience_level', 'salary_currency', 'remote_ratio', 'company_size')",XGB,0.49900421529297756,31458.2448824369
"('experience_level', 'employment_type', 'employee_residence')",LinearRegression,0.4989547389736946,31065.257218135484
"('employment_type', 'job_title', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",CatBoost,0.49894376518725303,31299.65089730976
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio')",GradientBoosting,0.4989333652584006,30868.079495307975
"('employment_type', 'job_title', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",LinearRegression,0.4989308449155947,31396.804182733853
"('employment_type', 'job_title', 'salary_currency', 'employee_residence', 'company_size')",LinearRegression,0.4988445196654778,31378.03831241059
"('employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",XGB,0.49881271823436324,30951.218872070312
"('work_year', 'job_title', 'employee_residence')",Ridge,0.49880399721989066,31224.572979334167
"('experience_level', 'job_title', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",Lasso,0.49875579530720193,31024.296315840595
"('experience_level', 'employee_residence')",LinearRegression,0.4987273986002061,31061.397734254962
"('experience_level', 'job_title', 'salary_currency', 'company_size')",GradientBoosting,0.4987220667898262,30384.309958352645
"('work_year', 'job_title', 'remote_ratio', 'company_location', 'company_size')",RandomForest,0.4987189113801954,31329.23685273419
"('employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",CatBoost,0.4987000098305303,31148.249707204544
"('work_year', 'experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'company_location', 'company_size')",XGB,0.49869407981106895,30946.935452974758
