features,model,r2_score,mae
"('work_year', 'job_title', 'salary', 'employee_residence', 'remote_ratio')",DecisionTree,0.8586993873900342,4094.610576923077
"('experience_level', 'employment_type', 'job_title', 'salary', 'company_location')",DecisionTree,0.8586963485038421,4118.78125
"('work_year', 'experience_level', 'salary', 'employee_residence')",DecisionTree,0.8586692949345347,4076.966346153846
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary', 'employee_residence', 'company_size')",DecisionTree,0.8586451413923178,4081.3990384615386
"('work_year', 'employment_type', 'salary', 'employee_residence', 'company_size')",DecisionTree,0.858638858100335,4042.346153846154
"('work_year', 'experience_level', 'employment_type', 'salary', 'employee_residence', 'remote_ratio', 'company_size')",DecisionTree,0.85862474211628,4075.971153846154
"('salary', 'employee_residence')",DecisionTree,0.8586173716838295,4079.760359432235
"('work_year', 'employment_type', 'job_title', 'salary', 'employee_residence', 'remote_ratio', 'company_size')",DecisionTree,0.858605568188197,4120.125
"('work_year', 'salary', 'employee_residence', 'remote_ratio', 'company_size')",DecisionTree,0.8585988241253635,4095.0096153846152
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary', 'employee_residence')",DecisionTree,0.8585926453305157,4082.778846153846
"('job_title', 'salary', 'employee_residence', 'remote_ratio', 'company_location')",DecisionTree,0.8585127862458052,4165.2828525641025
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary', 'employee_residence', 'remote_ratio', 'company_size')",DecisionTree,0.8584931871711967,4141.5432692307695
"('work_year', 'experience_level', 'job_title', 'salary', 'employee_residence', 'company_size')",DecisionTree,0.8584297856364623,4142.129807692308
"('job_title', 'salary', 'employee_residence')",DecisionTree,0.8584139330978251,4208.5504807692305
"('work_year', 'experience_level', 'employment_type', 'salary', 'remote_ratio', 'company_location')",DecisionTree,0.858388083287341,4080.581730769231
"('work_year', 'salary', 'company_location')",DecisionTree,0.8583636577346156,4102.913461538462
"('experience_level', 'employment_type', 'job_title', 'salary', 'employee_residence', 'remote_ratio', 'company_size')",DecisionTree,0.8583184340944949,4173.4879807692305
"('employment_type', 'salary', 'employee_residence', 'company_location', 'company_size')",DecisionTree,0.8583176547041855,4120.842548076923
"('salary', 'employee_residence', 'remote_ratio', 'company_size')",DecisionTree,0.8582264181563801,4173.5608974358975
"('experience_level', 'job_title', 'salary', 'company_location')",DecisionTree,0.8582238879400206,4115.46875
"('work_year', 'experience_level', 'employment_type', 'salary', 'employee_residence', 'remote_ratio', 'company_location')",DecisionTree,0.858217144548439,4116.048076923077
"('salary', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.8582037546288253,4130.584935897436
"('work_year', 'experience_level', 'job_title', 'salary', 'employee_residence', 'company_location', 'company_size')",DecisionTree,0.8581812926851662,4164.884615384615
"('salary', 'company_location', 'company_size')",DecisionTree,0.8581405769061523,4100.030048076923
"('salary', 'employee_residence', 'company_size')",DecisionTree,0.8581343539140234,4199.5588942307695
"('experience_level', 'salary', 'employee_residence', 'company_location', 'company_size')",DecisionTree,0.8581263811094249,4132.120993589743
"('employment_type', 'salary', 'employee_residence', 'remote_ratio', 'company_location')",DecisionTree,0.8581213326979777,4083.8677884615386
"('work_year', 'experience_level', 'employment_type', 'salary')",ExtraTrees,0.8580831988333251,4137.569024439103
"('employment_type', 'salary', 'employee_residence', 'company_location')",DecisionTree,0.858009787570198,4145.294013278389
"('work_year', 'employment_type', 'job_title', 'salary', 'employee_residence', 'company_size')",DecisionTree,0.8580081431408848,4157.524038461538
"('employment_type', 'salary', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.8580060243871097,4207.988782051282
"('experience_level', 'salary', 'employee_residence', 'company_size')",DecisionTree,0.8579610702248945,4183.015224358975
"('employment_type', 'job_title', 'salary', 'employee_residence', 'company_location')",DecisionTree,0.8578841080774326,4214.271634615385
"('employment_type', 'salary', 'employee_residence', 'remote_ratio')",DecisionTree,0.8578781277586257,4166.603365384615
"('employment_type', 'job_title', 'salary', 'employee_residence', 'company_location', 'company_size')",DecisionTree,0.8578779083553665,4208.233173076923
"('salary', 'company_location')",DecisionTree,0.8578393100743015,4193.592090201466
"('employment_type', 'salary', 'employee_residence', 'company_size')",DecisionTree,0.8578223585287975,4228.991586538462
"('work_year', 'job_title', 'salary', 'employee_residence')",DecisionTree,0.8577635315924295,4204.490384615385
"('experience_level', 'job_title', 'salary', 'employee_residence', 'remote_ratio')",DecisionTree,0.8577530030255421,4331.302083333333
"('experience_level', 'employment_type', 'job_title', 'salary', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",DecisionTree,0.8577344817904626,4325.228365384615
"('employment_type', 'job_title', 'salary', 'employee_residence')",DecisionTree,0.8577139690986431,4248.204326923077
"('experience_level', 'employment_type', 'salary', 'employee_residence', 'remote_ratio')",DecisionTree,0.8575853256673031,4259.454326923077
"('work_year', 'employment_type', 'salary', 'employee_residence', 'remote_ratio', 'company_location')",DecisionTree,0.8575194384102474,4169.485576923077
"('experience_level', 'employment_type', 'salary', 'employee_residence')",DecisionTree,0.8574522762451214,4266.073717948718
"('experience_level', 'salary', 'employee_residence')",DecisionTree,0.8574258505637119,4246.520833333333
"('experience_level', 'employment_type', 'salary', 'employee_residence', 'remote_ratio', 'company_size')",DecisionTree,0.8572573989243741,4282.565705128205
"('job_title', 'salary', 'company_size')",ExtraTrees,0.8556065456372426,4672.841392055856
"('employment_type', 'job_title', 'salary', 'company_size')",ExtraTrees,0.8550245118098219,4738.502464972523
"('experience_level', 'employment_type', 'salary', 'remote_ratio')",AdaBoost,0.8541064395311045,15844.306830361329
"('work_year', 'experience_level', 'salary', 'employee_residence', 'company_location')",AdaBoost,0.852597496979127,12637.292021141366
"('experience_level', 'employment_type', 'salary')",ExtraTrees,0.8518982124611856,4800.567423076924
"('job_title', 'salary', 'company_size')",AdaBoost,0.8518566751892529,15705.84006694808
"('employment_type', 'job_title', 'salary', 'company_size')",AdaBoost,0.8518566751892529,15705.84006694808
"('experience_level', 'salary', 'remote_ratio')",AdaBoost,0.8513301177703346,16172.836288223027
"('work_year', 'experience_level', 'employment_type', 'salary', 'remote_ratio')",ExtraTrees,0.8391784616182135,4930.070496794874
"('experience_level', 'employment_type', 'salary', 'remote_ratio')",ExtraTrees,0.8374445451275654,4330.772947000916
"('experience_level', 'salary', 'remote_ratio')",ExtraTrees,0.8355208565797481,4344.648992673994
"('work_year', 'experience_level', 'salary')",ExtraTrees,0.830935744044576,4360.412149439102
"('experience_level', 'salary')",ExtraTrees,0.8254236275252471,4950.187013965202
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary', 'remote_ratio', 'company_size')",ExtraTrees,0.8208618002094387,5999.303421474359
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary')",ExtraTrees,0.8135690630931711,5499.731442307693
"('job_title', 'salary', 'remote_ratio', 'company_size')",ExtraTrees,0.8123441614649893,5647.418144459709
"('work_year', 'experience_level', 'job_title', 'salary', 'company_size')",ExtraTrees,0.8071225658162632,5781.098846153845
"('employment_type', 'job_title', 'salary', 'remote_ratio', 'company_size')",ExtraTrees,0.8066901154346648,5756.194044184983
"('work_year', 'experience_level', 'job_title', 'salary', 'remote_ratio')",ExtraTrees,0.8036991670794609,5690.5365224358975
"('work_year', 'experience_level', 'salary', 'remote_ratio')",ExtraTrees,0.8007698826266543,5035.889863782052
"('work_year', 'experience_level', 'job_title', 'salary')",ExtraTrees,0.7988180466941607,5673.495889423076
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary', 'company_size')",ExtraTrees,0.7955775936734062,5980.772355769229
"('work_year', 'experience_level', 'job_title', 'salary', 'remote_ratio', 'company_size')",ExtraTrees,0.7931279792593733,6249.763926282053
"('experience_level', 'employment_type', 'job_title', 'salary', 'remote_ratio')",ExtraTrees,0.7854872163893857,5117.877181776557
"('experience_level', 'job_title', 'salary', 'remote_ratio')",ExtraTrees,0.781168027784063,5063.384914148352
"('work_year', 'experience_level', 'employment_type', 'job_title', 'salary', 'remote_ratio')",ExtraTrees,0.779825091430663,5855.439535256411
"('experience_level', 'employment_type', 'job_title', 'salary', 'remote_ratio', 'company_size')",ExtraTrees,0.7786126839779609,5813.063576007328
"('experience_level', 'employment_type', 'job_title', 'salary', 'company_size')",ExtraTrees,0.7626608895779086,5838.107326007326
"('experience_level', 'job_title', 'salary')",ExtraTrees,0.7611188212802377,5307.0898660714265
"('experience_level', 'job_title', 'salary', 'remote_ratio', 'company_size')",ExtraTrees,0.753094572250345,5977.435579212455
"('experience_level', 'employment_type', 'job_title', 'salary')",ExtraTrees,0.7507278607562798,5509.927093635531
"('experience_level', 'job_title', 'salary', 'company_size')",ExtraTrees,0.7440142165855336,5977.251709020145
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5562972231588921,29041.500920222355
"('experience_level', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5537958980898257,29227.136939415566
"('experience_level', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5521686759535587,29204.960242638223
"('experience_level', 'employment_type', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5520099687510146,29530.053006685695
"('experience_level', 'employee_residence', 'remote_ratio', 'company_size')",XGB,0.5518862811288425,29519.71432729868
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",XGB,0.5507728424177694,29484.465238131008
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",CatBoost,0.550663575973555,29387.78013585223
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",RandomForest,0.5504408000353762,29491.620381828587
"('experience_level', 'employee_residence', 'remote_ratio', 'company_size')",CatBoost,0.5502133928580251,29402.105888084214
"('experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5501427751558643,29523.8719153771
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",XGB,0.5501369626268076,29627.155667818508
"('experience_level', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.5494708449733281,29564.138089693508
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5494599172986656,29439.384276843324
"('experience_level', 'employment_type', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_size')",XGB,0.5491851683320068,29641.014934833234
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",RandomForest,0.5491106901706835,29506.579026480646
"('experience_level', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",CatBoost,0.5489033640449699,29521.337509071105
"('experience_level', 'employee_residence', 'remote_ratio', 'company_size')",RandomForest,0.5488941108846122,29611.903237296712
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_size')",XGB,0.5487132959400718,29670.00011268029
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",CatBoost,0.548075776681169,29564.615607608903
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",XGB,0.547910261148324,29643.02017916166
"('experience_level', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",ExtraTrees,0.5478655480157588,29627.57180088179
"('experience_level', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",RandomForest,0.5476217671471799,29594.29518584076
"('experience_level', 'salary_currency', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",CatBoost,0.5474496254345265,29659.625585242655
"('experience_level', 'employment_type', 'salary_currency', 'remote_ratio', 'company_location', 'company_size')",RandomForest,0.546894032892064,29784.99170974292
